"cluster","ASV","short_name","mean_in","mean_out","ratio","pval","padj"
"C1b","Chitinophagales (100); Saprospiraceae (99); Aureispira (99); ESV_789","Aureispira (99); ESV_789",0.001027,4e-06,212.8,9.8e-10,4.01e-08
"C1b","Oligoflexales (0); Oligoflexaceae (0); uncultured (0); ESV_13955","uncultured (0); ESV_13955",0.000156,0,156.9,4.83e-05,0.000623
"C1b","Flavobacteriales (71); Cryomorphaceae (34); uncultured (16); ESV_1275","uncultured (16); ESV_1275",0.000256,1e-06,138,5.29e-05,0.000676
"C1b","Mycoplasmatales (8); Mycoplasmataceae (8); uncultured (5); ESV_889","uncultured (5); ESV_889",0.018286,0.000182,100.1,8.74e-23,5.64e-20
"C1b","Thiotrichales (92); Thiotrichaceae (92); Thiotrichaceae_ge (92); ESV_488","Thiotrichaceae_ge (92); ESV_488",0.002466,6.4e-05,37.7,1.54e-14,1.73e-12
"C1b","Cellvibrionales (100); Halieaceae (100); Marimicrobium (54); ESV_1174","Marimicrobium (54); ESV_1174",0.001018,2.7e-05,36.6,3.67e-06,6.35e-05
"C1b","Cytophagales (30); Cyclobacteriaceae (30); Fabibacter (25); ESV_1027","Fabibacter (25); ESV_1027",0.002913,8.5e-05,33.9,1.1e-12,8.84e-11
"C1b","Gammaproteobacteria_Incertae_Sedis (6); Unknown_Family (6); Candidatus_Carsonella (6); ESV_1088","Candidatus_Carsonella (6); ESV_1088",0.003956,0.000134,29.3,1.78e-20,6.57e-18
"C1b","Verrucomicrobiales (100); Rubritaleaceae (100); Roseibacillus (100); ESV_800","Roseibacillus (100); ESV_800",0.005441,0.000193,28.1,2.21e-18,4.07e-16
"C1b","Marine_Group_II (100); Marine_Group_II_fa (100); Marine_Group_II_ge (100); ESV_160","Marine_Group_II_ge (100); ESV_160",0.000806,2.8e-05,27.7,0.000138,0.00158
"C1b","Spirochaetales (20); Spirochaetaceae (20); uncultured (20); ESV_4484","uncultured (20); ESV_4484",0.000224,7e-06,26.7,0.000727,0.0068
"C1b","SAR324_clade(Marine_group_B) (100); SAR324_clade(Marine_group_B)_fa (100); SAR324_clade(Marine_group_B)_ge (100); ESV_424","SAR324_clade(Marine_group_B)_ge (100); ESV_424",0.001183,4.7e-05,24.7,8.54e-09,2.96e-07
"C1b","OM190_or (100); OM190_fa (100); OM190_ge (100); ESV_1126","OM190_ge (100); ESV_1126",0.00051,2.3e-05,21.1,4.88e-06,8.34e-05
"C1b","SAR11_clade (100); Clade_II (100); Clade_II_ge (100); ESV_119","Clade_II_ge (100); ESV_119",0.009115,0.000535,17,3.61e-20,1.04e-17
"C1b","Sphingobacteriales (100); NS11-12_marine_group (100); NS11-12_marine_group_ge (100); ESV_830","NS11-12_marine_group_ge (100); ESV_830",0.003216,0.000192,16.6,1.38e-06,2.76e-05
"C1b","Flavobacteriales (100); Flavobacteriaceae (100); NS5_marine_group (100); ESV_837","NS5_marine_group (100); ESV_837",0.000511,3e-05,16.6,5.26e-05,0.000675
"C1b","Flavobacteriales (100); NS9_marine_group (94); NS9_marine_group_ge (94); ESV_302","NS9_marine_group_ge (94); ESV_302",0.019046,0.001402,13.6,1.79e-19,4.62e-17
"C1b","Thiotrichales (100); Thiotrichaceae (100); uncultured (100); ESV_2448","uncultured (100); ESV_2448",0.001545,0.000114,13.4,8.51e-13,7.08e-11
"C1b","Marine_Group_II (100); Marine_Group_II_fa (100); Marine_Group_II_ge (100); ESV_485","Marine_Group_II_ge (100); ESV_485",0.001079,9e-05,11.9,1.12e-09,4.51e-08
"C1b","Lokiarchaeia_or (9); Lokiarchaeia_fa (9); Lokiarchaeia_ge (9); ESV_3575","Lokiarchaeia_ge (9); ESV_3575",0.000822,6.9e-05,11.8,4.07e-05,0.000542
"C1b","Bacteroidales (23); Bacteroidetes_BD2-2 (13); Bacteroidetes_BD2-2_ge (13); ESV_3603","Bacteroidetes_BD2-2_ge (13); ESV_3603",0.000257,2.5e-05,9.8,0.00294,0.0232
"C1b","Nitrosopumilales (100); Nitrosopumilaceae (100); Candidatus_Nitrosopumilus (100); ESV_263","Candidatus_Nitrosopumilus (100); ESV_263",0.008169,0.000907,9,1.75e-22,8.65e-20
"C1b","PeM15 (87); PeM15_fa (87); PeM15_ge (87); ESV_579","PeM15_ge (87); ESV_579",0.000143,1.6e-05,8.4,0.00152,0.013
"C1b","Marinimicrobia_(SAR406_clade)_or (100); Marinimicrobia_(SAR406_clade)_fa (100); Marinimicrobia_(SAR406_clade)_ge (100); ESV_829","Marinimicrobia_(SAR406_clade)_ge (100); ESV_829",0.001,0.00012,8.3,3.01e-05,0.000415
"C1b","Flavobacteriales (88); Cryomorphaceae (27); uncultured (27); ESV_1379","uncultured (27); ESV_1379",0.000628,9.7e-05,6.4,7.98e-05,0.00097
"C1b","Alteromonadales (100); Colwelliaceae (100); Colwellia (100); ESV_479","Colwellia (100); ESV_479",0.002343,0.000372,6.3,8.01e-05,0.00097
"C1b","Microtrichales (100); Ilumatobacteraceae (100); Ilumatobacter (100); ESV_221","Ilumatobacter (100); ESV_221",0.002308,0.000391,5.9,3.02e-05,0.000415
"C1b","Flavobacteriales (100); Flavobacteriaceae (100); Tenacibaculum (92); ESV_418","Tenacibaculum (92); ESV_418",0.008718,0.001837,4.7,0.000247,0.00268
"C1b","Betaproteobacteriales (100); Methylophilaceae (100); OM43_clade (100); ESV_370","OM43_clade (100); ESV_370",0.005021,0.001076,4.7,1.48e-06,2.9e-05
"C1b","Flavobacteriales (100); NS9_marine_group (100); NS9_marine_group_ge (100); ESV_432","NS9_marine_group_ge (100); ESV_432",0.003333,0.000862,3.9,0.00213,0.0176
"C1b","Puniceispirillales (100); SAR116_clade (100); SAR116_clade_ge (100); ESV_457","SAR116_clade_ge (100); ESV_457",0.006399,0.001667,3.8,4.48e-09,1.63e-07
"C1b","Flavobacteriales (100); Flavobacteriaceae (100); NS4_marine_group (100); ESV_220","NS4_marine_group (100); ESV_220",0.010282,0.002731,3.8,1.17e-09,4.64e-08
"C1b","Thiomicrospirales (100); Thioglobaceae (100); SUP05_cluster (100); ESV_10","SUP05_cluster (100); ESV_10",0.056449,0.016152,3.5,3.34e-12,2.33e-10
"C1b","Alteromonadales (100); Psychromonadaceae (100); Psychromonas (100); ESV_559","Psychromonas (100); ESV_559",0.001397,0.000409,3.4,0.000122,0.00143
"C1b","Flavobacteriales (53); Cryomorphaceae (44); uncultured (43); ESV_504","uncultured (43); ESV_504",0.003542,0.001053,3.4,1.44e-06,2.86e-05
"C1b","SAR11_clade (100); Clade_IV (100); Clade_IV_ge (100); ESV_113","Clade_IV_ge (100); ESV_113",0.000948,0.000284,3.3,0.000619,0.00607
"C1b","Rhodobacterales (100); Rhodobacteraceae (100); Ascidiaceihabitans (98); ESV_198","Ascidiaceihabitans (98); ESV_198",0.011204,0.003435,3.3,8.6e-09,2.96e-07
"C1b","Spirochaetales (5); Spirochaetaceae (5); uncultured (5); ESV_1032","uncultured (5); ESV_1032",0.001329,0.000408,3.3,7.28e-05,0.000903
"C1b","Nitrosococcales (96); Methylophagaceae (96); uncultured (80); ESV_763","uncultured (80); ESV_763",0.00445,0.001377,3.2,1.6e-05,0.000236
"C1b","Verrucomicrobiales (100); Rubritaleaceae (100); Rubritalea (99); ESV_758","Rubritalea (99); ESV_758",0.002171,0.000685,3.2,1.98e-09,7.61e-08
"C1b","Diplorickettsiales (5); Diplorickettsiaceae (5); uncultured (5); ESV_2764","uncultured (5); ESV_2764",0.0022,0.000702,3.1,2.39e-08,6.93e-07
"C1b","Parvibaculales (100); OCS116_clade (100); OCS116_clade_ge (100); ESV_376","OCS116_clade_ge (100); ESV_376",0.004768,0.001524,3.1,3e-06,5.45e-05
"C1b","Lentisphaerales (100); Lentisphaeraceae (100); Lentisphaera (100); ESV_12966","Lentisphaera (100); ESV_12966",9.3e-05,3.1e-05,2.9,0.000848,0.00771
"C1b","Flavobacteriales (100); NS9_marine_group (100); NS9_marine_group_ge (100); ESV_266","NS9_marine_group_ge (100); ESV_266",0.004104,0.001943,2.1,1.2e-07,3.03e-06
"C2a","Betaproteobacteriales (100); Methylophilaceae (100); OM43_clade (88); ESV_2652","OM43_clade (88); ESV_2652",0.00393,0,3930.8,2.06e-14,2.17e-12
"C2a","Nostocales (100); Microcystaceae (100); Atelocyanobacterium_(UCYN-A) (99); ESV_2177","Atelocyanobacterium_(UCYN-A) (99); ESV_2177",0.00099,0,991.5,3.44e-11,1.82e-09
"C2a","Opitutales (100); Opitutaceae (94); Diplosphaera (66); ESV_1076","Diplosphaera (66); ESV_1076",0.000908,0,908.7,1.17e-17,1.78e-15
"C2a","Opitutales (98); Puniceicoccaceae (94); Pelagicoccus (93); ESV_931","Pelagicoccus (93); ESV_931",0.000513,0,513.9,3.44e-11,1.82e-09
"C2a","JGI_0000069-P22 (18); JGI_0000069-P22_fa (18); JGI_0000069-P22_ge (18); ESV_1333","JGI_0000069-P22_ge (18); ESV_1333",0.002389,7e-06,297.5,2.01e-22,8.65e-20
"C2a","Rhodospirillales (100); Magnetospiraceae (100); uncultured (100); ESV_844","uncultured (100); ESV_844",0.004957,5.5e-05,89,1.46e-26,1.89e-23
"C2a","Thiotrichales (100); Thiotrichaceae (100); uncultured (100); ESV_1077","uncultured (100); ESV_1077",0.000941,1.3e-05,67.2,6.55e-18,1.06e-15
"C2a","Oceanospirillales (100); Litoricolaceae (100); Litoricola (100); ESV_1803","Litoricola (100); ESV_1803",0.003875,6.1e-05,62,1.75e-27,4.52e-24
"C2a","Cytophagales (93); Cyclobacteriaceae (58); uncultured (36); ESV_3179","uncultured (36); ESV_3179",0.000762,1.4e-05,52.2,4.78e-07,1.03e-05
"C2a","Flavobacteriales (100); Flavobacteriaceae (100); NS5_marine_group (100); ESV_257","NS5_marine_group (100); ESV_257",0.009338,0.000237,39.3,2.66e-20,8.58e-18
"C2a","Spirochaetales (16); Spirochaetaceae (16); uncultured (16); ESV_1728","uncultured (16); ESV_1728",0.001196,3.5e-05,33.5,5.03e-14,4.8e-12
"C2a","Flavobacteriales (98); NS7_marine_group (98); NS7_marine_group_ge (98); ESV_952","NS7_marine_group_ge (98); ESV_952",0.000261,7e-06,32.3,1.25e-05,0.000189
"C2a","Betaproteobacteriales (100); Burkholderiaceae (100); RS62_marine_group (100); ESV_1499","RS62_marine_group (100); ESV_1499",0.005255,0.000185,28.3,8.3e-25,7.14e-22
"C2a","Rhodospirillales (100); AEGEAN-169_marine_group (100); AEGEAN-169_marine_group_ge (100); ESV_168","AEGEAN-169_marine_group_ge (100); ESV_168",0.00516,0.000198,25.9,8.73e-19,1.73e-16
"C2a","Vibrionales (100); Vibrionaceae (100); Aliivibrio (87); ESV_6211","Aliivibrio (87); ESV_6211",0.000158,5e-06,25.3,1.4e-05,0.000207
"C2a","Micrococcales (99); Microbacteriaceae (99); Candidatus_Aquiluna (73); ESV_115","Candidatus_Aquiluna (73); ESV_115",0.012162,0.000511,23.7,4.6e-12,2.97e-10
"C2a","Cellvibrionales (100); Porticoccaceae (100); Porticoccus (100); ESV_377","Porticoccus (100); ESV_377",0.005037,0.000257,19.5,3.29e-18,5.65e-16
"C2a","SAR11_clade (100); Clade_IV (100); Clade_IV_ge (100); ESV_113","Clade_IV_ge (100); ESV_113",0.003412,0.00018,18.9,3.18e-16,4.31e-14
"C2a","Betaproteobacteriales (100); Nitrosomonadaceae (100); IS-44 (100); ESV_2301","IS-44 (100); ESV_2301",0.000968,5.1e-05,18.6,1.96e-11,1.12e-09
"C2a","Flavobacteriales (100); Flavobacteriaceae (100); NS5_marine_group (95); ESV_1507","NS5_marine_group (95); ESV_1507",0.001516,0.000111,13.5,0.000229,0.0025
"C2a","Puniceispirillales (100); SAR116_clade (100); SAR116_clade_ge (92); ESV_604","SAR116_clade_ge (92); ESV_604",0.002998,0.000233,12.8,4.6e-19,9.89e-17
"C2a","SAR11_clade (100); Clade_III (100); Clade_III_ge (100); ESV_151","Clade_III_ge (100); ESV_151",0.016111,0.001289,12.5,1.54e-11,9.05e-10
"C2a","Flavobacteriales (100); Flavobacteriaceae (100); NS5_marine_group (100); ESV_29","NS5_marine_group (100); ESV_29",0.024566,0.002239,11,1.29e-07,3.21e-06
"C2a","NB1-j (98); NB1-j_fa (98); NB1-j_ge (98); ESV_661","NB1-j_ge (98); ESV_661",0.002152,0.000199,10.8,7.63e-13,6.57e-11
"C2a","Spirochaetales (5); Spirochaetaceae (5); uncultured (5); ESV_1032","uncultured (5); ESV_1032",0.003447,0.000355,9.7,1.43e-12,1.06e-10
"C2a","Kordiimonadales (100); uncultured (100); uncultured_ge (100); ESV_264","uncultured_ge (100); ESV_264",0.005167,0.000554,9.3,1.09e-11,6.71e-10
"C2a","Phycisphaerales (100); Phycisphaeraceae (100); Urania-1B-19_marine_sediment_group (79); ESV_802","Urania-1B-19_marine_sediment_group (79); ESV_802",0.004292,0.000518,8.3,2.16e-14,2.17e-12
"C2a","Betaproteobacteriales (100); Methylophilaceae (100); OM43_clade (100); ESV_125","OM43_clade (100); ESV_125",0.005585,0.000677,8.2,3.08e-08,8.37e-07
"C2a","Flavobacteriales (100); Flavobacteriaceae (100); NS4_marine_group (100); ESV_149","NS4_marine_group (100); ESV_149",0.010336,0.001413,7.3,7.3e-06,0.000118
"C2a","Opitutales (100); Puniceicoccaceae (100); MB11C04_marine_group (100); ESV_652","MB11C04_marine_group (100); ESV_652",0.004963,0.000729,6.8,5.36e-10,2.31e-08
"C2a","Chitinophagales (94); Saprospiraceae (94); Rubidimonas (70); ESV_2698","Rubidimonas (70); ESV_2698",0.000571,9e-05,6.3,0.000656,0.00629
"C2a","Alteromonadales (100); Psychromonadaceae (100); Psychromonas (100); ESV_1193","Psychromonas (100); ESV_1193",0.00126,0.000209,6,2.9e-06,5.34e-05
"C2a","Puniceispirillales (100); SAR116_clade (100); SAR116_clade_ge (100); ESV_94","SAR116_clade_ge (100); ESV_94",0.02519,0.004283,5.9,1.05e-08,3.53e-07
"C2a","Cytophagales (70); Cyclobacteriaceae (69); uncultured (59); ESV_2022","uncultured (59); ESV_2022",0.002531,0.000436,5.8,0.00529,0.0397
"C2a","Flavobacteriales (100); Flavobacteriaceae (100); Algibacter (96); ESV_984","Algibacter (96); ESV_984",0.002019,0.000367,5.5,0.000628,0.00611
"C2a","Verrucomicrobiales (100); DEV007 (84); DEV007_ge (84); ESV_1187","DEV007_ge (84); ESV_1187",0.000453,0.000105,4.3,1.3e-12,9.84e-11
"C2a","uncultured (100); uncultured_fa (100); uncultured_ge (100); ESV_425","uncultured_ge (100); ESV_425",0.002401,0.000588,4.1,5.65e-06,9.41e-05
"C2a","Microtrichales (100); Ilumatobacteraceae (100); Ilumatobacter (100); ESV_221","Ilumatobacter (100); ESV_221",0.002399,0.000589,4.1,8.84e-07,1.8e-05
"C2a","Rhodospirillales (54); Magnetospiraceae (40); uncultured (27); ESV_262","uncultured (27); ESV_262",0.005433,0.00144,3.8,0.00013,0.0015
"C2a","Chthoniobacterales (100); Chthoniobacteraceae (82); LD29 (82); ESV_327","LD29 (82); ESV_327",0.002705,0.000748,3.6,4.21e-12,2.85e-10
"C2a","Flavobacteriales (98); Flavobacteriaceae (98); Lutimonas (36); ESV_347","Lutimonas (36); ESV_347",0.006855,0.002014,3.4,0.000742,0.00692
"C2a","Chitinophagales (100); Saprospiraceae (100); uncultured (100); ESV_280","uncultured (100); ESV_280",0.001995,0.000649,3.1,0.000849,0.00771
"C2a","Rhodobacterales (100); Rhodobacteraceae (100); Ascidiaceihabitans (98); ESV_198","Ascidiaceihabitans (98); ESV_198",0.012057,0.004202,2.9,4.31e-06,7.41e-05
"C2a","SAR11_clade (100); Clade_I (100); Clade_Ia (100); ESV_1","Clade_Ia (100); ESV_1",0.185644,0.066797,2.8,5.15e-07,1.09e-05
"C2a","Cellvibrionales (100); Halieaceae (100); OM60(NOR5)_clade (99); ESV_15","OM60(NOR5)_clade (99); ESV_15",0.015165,0.005472,2.8,1.85e-05,0.000265
"C2a","Verrucomicrobiales (100); Rubritaleaceae (100); Roseibacillus (99); ESV_59","Roseibacillus (99); ESV_59",0.003035,0.00114,2.7,5.59e-06,9.37e-05
"C2a","Diplorickettsiales (5); Diplorickettsiaceae (5); uncultured (5); ESV_2764","uncultured (5); ESV_2764",0.002264,0.000857,2.6,0.000789,0.0073
"C2a","Microtrichales (100); Microtrichaceae (100); Sva0996_marine_group (100); ESV_343","Sva0996_marine_group (100); ESV_343",0.000348,0.000167,2.1,0.00363,0.0282
"C2a","SAR86_clade (100); SAR86_clade_fa (100); SAR86_clade_ge (100); ESV_8","SAR86_clade_ge (100); ESV_8",0.042048,0.020447,2.1,8.67e-06,0.000137
"C2b1","Flavobacteriales (100); Flavobacteriaceae (100); Formosa (62); ESV_565","Formosa (62); ESV_565",0.010028,9.9e-05,100.5,1.32e-08,4.09e-07
"C2b1","Tenderiales (94); Tenderiaceae (94); Candidatus_Tenderia (94); ESV_2955","Candidatus_Tenderia (94); ESV_2955",0.001043,5.5e-05,18.7,3.02e-05,0.000415
"C2b1","Flavobacteriales (100); Flavobacteriaceae (100); NS3a_marine_group (98); ESV_387","NS3a_marine_group (98); ESV_387",0.007952,0.000511,15.5,7.89e-08,2.04e-06
"C2b1","Rickettsiales (5); Anaplasmataceae (1); Wolbachia (1); ESV_1127","Wolbachia (1); ESV_1127",0.004897,0.000326,15,0.00225,0.0185
"C2b1","Flavobacteriales (100); Flavobacteriaceae (100); NS5_marine_group (62); ESV_101","NS5_marine_group (62); ESV_101",0.054736,0.004642,11.8,1.15e-10,5.57e-09
"C2b1","Nitrosopumilales (100); Nitrosopumilaceae (100); Candidatus_Nitrosopumilus (100); ESV_36","Candidatus_Nitrosopumilus (100); ESV_36",0.000818,8.1e-05,10,0.000229,0.0025
"C2b1","Betaproteobacteriales (100); Burkholderiaceae (81); RS62_marine_group (51); ESV_288","RS62_marine_group (51); ESV_288",0.013195,0.001439,9.2,2.01e-10,9.41e-09
"C2b1","Flavobacteriales (100); Cryomorphaceae (100); NS10_marine_group (100); ESV_1155","NS10_marine_group (100); ESV_1155",0.009444,0.001714,5.5,4.89e-07,1.04e-05
"C2b1","Cellvibrionales (100); Halieaceae (100); OM60(NOR5)_clade (99); ESV_15","OM60(NOR5)_clade (99); ESV_15",0.024505,0.004809,5.1,1.26e-08,4.02e-07
"C2b1","Flavobacteriales (100); Flavobacteriaceae (100); NS2b_marine_group (100); ESV_148","NS2b_marine_group (100); ESV_148",0.007251,0.001458,5,3.29e-07,7.32e-06
"C2b1","Betaproteobacteriales (100); Methylophilaceae (100); Methylotenera (99); ESV_568","Methylotenera (99); ESV_568",0.006484,0.001622,4,8.03e-07,1.64e-05
"C2b1","Cytophagales (100); Cyclobacteriaceae (100); Marinoscillum (100); ESV_217","Marinoscillum (100); ESV_217",0.024929,0.007266,3.4,3.75e-07,8.19e-06
"C2b1","Rhodobacterales (100); Rhodobacteraceae (100); Planktomarina (85); ESV_30","Planktomarina (85); ESV_30",0.061332,0.018382,3.3,1.21e-08,3.94e-07
"C2b1","OM182_clade (99); OM182_clade_fa (99); OM182_clade_ge (99); ESV_72","OM182_clade_ge (99); ESV_72",0.069445,0.02084,3.3,3.21e-06,5.68e-05
"C2b1","Flavobacteriales (100); Crocinitomicaceae (100); Fluviicola (88); ESV_201","Fluviicola (88); ESV_201",0.028014,0.008989,3.1,7.23e-06,0.000117
"C2b1","Micrococcales (99); Microbacteriaceae (99); Candidatus_Aquiluna (73); ESV_115","Candidatus_Aquiluna (73); ESV_115",0.003491,0.001127,3.1,5.97e-09,2.11e-07
"C2b1","Flavobacteriales (100); Flavobacteriaceae (100); Formosa (83); ESV_6","Formosa (83); ESV_6",0.044376,0.018466,2.4,0.000938,0.00849
"C2b1","Sphingobacteriales (100); NS11-12_marine_group (100); NS11-12_marine_group_ge (100); ESV_68","NS11-12_marine_group_ge (100); ESV_68",0.044363,0.019537,2.3,1.64e-05,0.000239
"C2b2","Flavobacteriales (100); NS9_marine_group (100); NS9_marine_group_ge (100); ESV_1752","NS9_marine_group_ge (100); ESV_1752",0.000446,0,446.9,3.47e-05,0.000468
"C2b2","OM190_or (2); OM190_fa (2); OM190_ge (2); ESV_3157","OM190_ge (2); ESV_3157",0.000108,0,108.6,3.47e-05,0.000468
"C2b2","Flavobacteriales (97); Cryomorphaceae (88); NS10_marine_group (88); ESV_8708","NS10_marine_group (88); ESV_8708",0.000385,4e-06,80.3,0.000561,0.00555
"C2b2","Sphingobacteriales (90); NS11-12_marine_group (84); NS11-12_marine_group_ge (84); ESV_1679","NS11-12_marine_group_ge (84); ESV_1679",0.000114,2e-06,40.7,3.68e-05,0.000495
"C2b2","Flavobacteriales (76); Cryomorphaceae (27); uncultured (21); ESV_1451","uncultured (21); ESV_1451",0.002317,9.6e-05,24,2.23e-13,2.06e-11
"C2b2","Betaproteobacteriales (100); Methylophilaceae (100); Methylotenera (99); ESV_568","Methylotenera (99); ESV_568",0.007586,0.000868,8.7,3.63e-19,8.51e-17
"C2b2","Chromatiales (65); Sedimenticolaceae (65); uncultured (65); ESV_208","uncultured (65); ESV_208",0.000776,0.000108,7.1,2.6e-08,7.38e-07
"C2b2","Kordiimonadales (100); uncultured (100); uncultured_ge (100); ESV_264","uncultured_ge (100); ESV_264",0.002995,0.000453,6.6,6.58e-11,3.33e-09
"C2b2","Microtrichales (100); Microtrichaceae (100); Sva0996_marine_group (100); ESV_343","Sva0996_marine_group (100); ESV_343",0.00062,9.4e-05,6.5,2.66e-08,7.45e-07
"C2b2","SAR324_clade(Marine_group_B) (100); SAR324_clade(Marine_group_B)_fa (100); SAR324_clade(Marine_group_B)_ge (100); ESV_610","SAR324_clade(Marine_group_B)_ge (100); ESV_610",0.000479,1e-04,4.7,0.00519,0.0391
"C2b2","Campylobacterales (100); Arcobacteraceae (100); Arcobacter (100); ESV_6733","Arcobacter (100); ESV_6733",0.000161,3.3e-05,4.7,0.00387,0.0299
"C2b2","Alteromonadales (100); Colwelliaceae (100); Colwellia (100); ESV_479","Colwellia (100); ESV_479",0.001937,0.000462,4.2,6.63e-07,1.38e-05
"C2b2","Nitrosococcales (96); Methylophagaceae (96); uncultured (80); ESV_763","uncultured (80); ESV_763",0.005134,0.001267,4.1,9.36e-06,0.000147
"C2b2","NB1-j (98); NB1-j_fa (98); NB1-j_ge (98); ESV_661","NB1-j_ge (98); ESV_661",0.000847,0.000229,3.7,2.83e-06,5.25e-05
"C2b2","Flavobacteriales (100); Flavobacteriaceae (100); NS4_marine_group (100); ESV_622","NS4_marine_group (100); ESV_622",0.003776,0.001066,3.5,0.000251,0.00269
"C2b2","Nitrosococcales (88); Methylophagaceae (88); uncultured (78); ESV_156","uncultured (78); ESV_156",0.003173,0.000921,3.4,0.000719,0.00677
"C2b2","Flavobacteriales (99); Flavobacteriaceae (99); Lutibacter (87); ESV_1264","Lutibacter (87); ESV_1264",0.001433,0.000456,3.1,0.00497,0.0376
"C2b2","Cellvibrionales (100); Porticoccaceae (100); Porticoccus (100); ESV_377","Porticoccus (100); ESV_377",0.001332,0.000429,3.1,6.16e-06,0.000101
"C2b2","uncultured (4); uncultured_fa (4); uncultured_ge (4); ESV_3020","uncultured_ge (4); ESV_3020",0.000118,3.9e-05,3,0.00146,0.0127
"C2b2","Flavobacteriales (100); Cryomorphaceae (100); uncultured (100); ESV_959","uncultured (100); ESV_959",0.002385,0.000813,2.9,0.00493,0.0375
"C2b2","Flavobacteriales (100); Cryomorphaceae (100); NS10_marine_group (100); ESV_1155","NS10_marine_group (100); ESV_1155",0.004663,0.001762,2.6,7.71e-07,1.59e-05
"C2b2","Bacteroidales (23); Bacteroidetes_BD2-2 (13); Bacteroidetes_BD2-2_ge (13); ESV_3603","Bacteroidetes_BD2-2_ge (13); ESV_3603",0.000132,5.1e-05,2.6,0.000265,0.0028
"C2b2","Rhodobacterales (100); Rhodobacteraceae (100); Ascidiaceihabitans (98); ESV_198","Ascidiaceihabitans (98); ESV_198",0.009651,0.003782,2.6,2.47e-06,4.62e-05
"C2b2","Rhodospirillales (54); Magnetospiraceae (40); uncultured (27); ESV_262","uncultured (27); ESV_262",0.003404,0.001381,2.5,1.26e-09,4.94e-08
"C2b2","Flavobacteriales (100); NS9_marine_group (100); NS9_marine_group_ge (100); ESV_133","NS9_marine_group_ge (100); ESV_133",0.004962,0.00202,2.5,2.17e-06,4.09e-05
"C2b2","Betaproteobacteriales (100); Burkholderiaceae (81); RS62_marine_group (51); ESV_288","RS62_marine_group (51); ESV_288",0.004286,0.001824,2.3,3.45e-11,1.82e-09
"C2b2","Flavobacteriales (100); Flavobacteriaceae (100); Algibacter (96); ESV_984","Algibacter (96); ESV_984",0.000885,0.000398,2.2,0.000633,0.00614
"C2b2","Flavobacteriales (100); Flavobacteriaceae (100); NS5_marine_group (62); ESV_101","NS5_marine_group (62); ESV_101",0.014349,0.006745,2.1,2.42e-10,1.12e-08
"C2b2","Betaproteobacteriales (100); Methylophilaceae (100); OM43_clade (100); ESV_370","OM43_clade (100); ESV_370",0.003016,0.001484,2,0.00151,0.013
