"cluster","col_cluster","ASV","short_name","mean_in","mean_out","ratio","score","pval","padj"
"C2a","CC1","Flavobacteriales (100); Flavobacteriaceae (100); Algibacter (96); ESV_984","Algibacter (96); ESV_984",0.002019,0.000367,5.5,0.0111,0.000628,0.00611
"C2a","CC1","Alteromonadales (100); Psychromonadaceae (100); Psychromonas (100); ESV_1193","Psychromonas (100); ESV_1193",0.00126,0.000209,6,0.0076,2.9e-06,5.34e-05
"C2a","CC1","Vibrionales (100); Vibrionaceae (100); Aliivibrio (87); ESV_6211","Aliivibrio (87); ESV_6211",0.000158,5e-06,25.3,0.004,1.4e-05,0.000207
"C2a","CC1","Chitinophagales (94); Saprospiraceae (94); Rubidimonas (70); ESV_2698","Rubidimonas (70); ESV_2698",0.000571,9e-05,6.3,0.0036,0.000656,0.00629
"C2a","CC2","Spirochaetales (5); Spirochaetaceae (5); uncultured (5); ESV_1032","uncultured (5); ESV_1032",0.003447,0.000355,9.7,0.0333,1.43e-12,1.06e-10
"C2a","CC2","Microtrichales (100); Ilumatobacteraceae (100); Ilumatobacter (100); ESV_221","Ilumatobacter (100); ESV_221",0.002399,0.000589,4.1,0.0098,8.84e-07,1.8e-05
"C2a","CC2","Diplorickettsiales (5); Diplorickettsiaceae (5); uncultured (5); ESV_2764","uncultured (5); ESV_2764",0.002264,0.000857,2.6,0.006,0.000789,0.0073
"C2a","CC3","Betaproteobacteriales (100); Methylophilaceae (100); OM43_clade (88); ESV_2652","OM43_clade (88); ESV_2652",0.00393,0,3930.8,15.4471,2.06e-14,2.17e-12
"C2a","CC3","Nostocales (100); Microcystaceae (100); Atelocyanobacterium_(UCYN-A) (99); ESV_2177","Atelocyanobacterium_(UCYN-A) (99); ESV_2177",0.00099,0,991.5,0.982,3.44e-11,1.82e-09
"C2a","CC3","Opitutales (100); Opitutaceae (94); Diplosphaera (66); ESV_1076","Diplosphaera (66); ESV_1076",0.000908,0,908.7,0.8249,1.17e-17,1.78e-15
"C2a","CC3","JGI_0000069-P22 (18); JGI_0000069-P22_fa (18); JGI_0000069-P22_ge (18); ESV_1333","JGI_0000069-P22_ge (18); ESV_1333",0.002389,7e-06,297.5,0.7107,2.01e-22,8.65e-20
"C2a","CC3","Rhodospirillales (100); Magnetospiraceae (100); uncultured (100); ESV_844","uncultured (100); ESV_844",0.004957,5.5e-05,89,0.4412,1.46e-26,1.89e-23
"C2a","CC3","Flavobacteriales (100); Flavobacteriaceae (100); NS5_marine_group (100); ESV_257","NS5_marine_group (100); ESV_257",0.009338,0.000237,39.3,0.3669,2.66e-20,8.58e-18
"C2a","CC3","Micrococcales (99); Microbacteriaceae (99); Candidatus_Aquiluna (73); ESV_115","Candidatus_Aquiluna (73); ESV_115",0.012162,0.000511,23.7,0.2887,4.6e-12,2.97e-10
"C2a","CC3","Opitutales (98); Puniceicoccaceae (94); Pelagicoccus (93); ESV_931","Pelagicoccus (93); ESV_931",0.000513,0,513.9,0.2636,3.44e-11,1.82e-09
"C2a","CC3","Oceanospirillales (100); Litoricolaceae (100); Litoricola (100); ESV_1803","Litoricola (100); ESV_1803",0.003875,6.1e-05,62,0.2404,1.75e-27,4.52e-24
"C2a","CC3","SAR11_clade (100); Clade_III (100); Clade_III_ge (100); ESV_151","Clade_III_ge (100); ESV_151",0.016111,0.001289,12.5,0.2013,1.54e-11,9.05e-10
"C2a","CC3","Betaproteobacteriales (100); Burkholderiaceae (100); RS62_marine_group (100); ESV_1499","RS62_marine_group (100); ESV_1499",0.005255,0.000185,28.3,0.1485,8.3e-25,7.14e-22
"C2a","CC3","Rhodospirillales (100); AEGEAN-169_marine_group (100); AEGEAN-169_marine_group_ge (100); ESV_168","AEGEAN-169_marine_group_ge (100); ESV_168",0.00516,0.000198,25.9,0.1337,8.73e-19,1.73e-16
"C2a","CC3","Cellvibrionales (100); Porticoccaceae (100); Porticoccus (100); ESV_377","Porticoccus (100); ESV_377",0.005037,0.000257,19.5,0.0984,3.29e-18,5.65e-16
"C2a","CC3","SAR11_clade (100); Clade_IV (100); Clade_IV_ge (100); ESV_113","Clade_IV_ge (100); ESV_113",0.003412,0.00018,18.9,0.0643,3.18e-16,4.31e-14
"C2a","CC3","Thiotrichales (100); Thiotrichaceae (100); uncultured (100); ESV_1077","uncultured (100); ESV_1077",0.000941,1.3e-05,67.2,0.0633,6.55e-18,1.06e-15
"C2a","CC3","Kordiimonadales (100); uncultured (100); uncultured_ge (100); ESV_264","uncultured_ge (100); ESV_264",0.005167,0.000554,9.3,0.0481,1.09e-11,6.71e-10
"C2a","CC3","Betaproteobacteriales (100); Methylophilaceae (100); OM43_clade (100); ESV_125","OM43_clade (100); ESV_125",0.005585,0.000677,8.2,0.046,3.08e-08,8.37e-07
"C2a","CC3","Spirochaetales (16); Spirochaetaceae (16); uncultured (16); ESV_1728","uncultured (16); ESV_1728",0.001196,3.5e-05,33.5,0.0401,5.03e-14,4.8e-12
"C2a","CC3","Phycisphaerales (100); Phycisphaeraceae (100); Urania-1B-19_marine_sediment_group (79); ESV_802","Urania-1B-19_marine_sediment_group (79); ESV_802",0.004292,0.000518,8.3,0.0355,2.16e-14,2.17e-12
"C2a","CC3","NB1-j (98); NB1-j_fa (98); NB1-j_ge (98); ESV_661","NB1-j_ge (98); ESV_661",0.002152,0.000199,10.8,0.0232,7.63e-13,6.57e-11
"C2a","CC3","Flavobacteriales (100); Flavobacteriaceae (100); NS5_marine_group (95); ESV_1507","NS5_marine_group (95); ESV_1507",0.001516,0.000111,13.5,0.0205,0.000229,0.0025
"C2a","CC3","Betaproteobacteriales (100); Nitrosomonadaceae (100); IS-44 (100); ESV_2301","IS-44 (100); ESV_2301",0.000968,5.1e-05,18.6,0.018,1.96e-11,1.12e-09
"C2a","CC3","Chthoniobacterales (100); Chthoniobacteraceae (82); LD29 (82); ESV_327","LD29 (82); ESV_327",0.002705,0.000748,3.6,0.0098,4.21e-12,2.85e-10
"C2a","CC3","Flavobacteriales (98); NS7_marine_group (98); NS7_marine_group_ge (98); ESV_952","NS7_marine_group_ge (98); ESV_952",0.000261,7e-06,32.3,0.0084,1.25e-05,0.000189
"C2a","CC3","Verrucomicrobiales (100); DEV007 (84); DEV007_ge (84); ESV_1187","DEV007_ge (84); ESV_1187",0.000453,0.000105,4.3,0.0019,1.3e-12,9.84e-11
"C2a","CC3","Microtrichales (100); Microtrichaceae (100); Sva0996_marine_group (100); ESV_343","Sva0996_marine_group (100); ESV_343",0.000348,0.000167,2.1,7e-04,0.00363,0.0282
"C2a","CC4","Flavobacteriales (100); Flavobacteriaceae (100); NS5_marine_group (100); ESV_29","NS5_marine_group (100); ESV_29",0.024566,0.002239,11,0.2695,1.29e-07,3.21e-06
"C2a","CC4","SAR86_clade (100); SAR86_clade_fa (100); SAR86_clade_ge (100); ESV_8","SAR86_clade_ge (100); ESV_8",0.042048,0.020447,2.1,0.0865,8.67e-06,0.000137
"C2a","CC4","Cellvibrionales (100); Halieaceae (100); OM60(NOR5)_clade (99); ESV_15","OM60(NOR5)_clade (99); ESV_15",0.015165,0.005472,2.8,0.042,1.85e-05,0.000265
"C2a","CC4","Rhodobacterales (100); Rhodobacteraceae (100); Ascidiaceihabitans (98); ESV_198","Ascidiaceihabitans (98); ESV_198",0.012057,0.004202,2.9,0.0346,4.31e-06,7.41e-05
"C2a","CC4","Opitutales (100); Puniceicoccaceae (100); MB11C04_marine_group (100); ESV_652","MB11C04_marine_group (100); ESV_652",0.004963,0.000729,6.8,0.0337,5.36e-10,2.31e-08
"C2a","CC4","Rhodospirillales (54); Magnetospiraceae (40); uncultured (27); ESV_262","uncultured (27); ESV_262",0.005433,0.00144,3.8,0.0205,0.00013,0.0015
"C2a","CC4","Cytophagales (70); Cyclobacteriaceae (69); uncultured (59); ESV_2022","uncultured (59); ESV_2022",0.002531,0.000436,5.8,0.0147,0.00529,0.0397
"C2a","CC4","uncultured (100); uncultured_fa (100); uncultured_ge (100); ESV_425","uncultured_ge (100); ESV_425",0.002401,0.000588,4.1,0.0098,5.65e-06,9.41e-05
"C2a","CC4","Verrucomicrobiales (100); Rubritaleaceae (100); Roseibacillus (99); ESV_59","Roseibacillus (99); ESV_59",0.003035,0.00114,2.7,0.0081,5.59e-06,9.37e-05
"C2a","CC5","Puniceispirillales (100); SAR116_clade (100); SAR116_clade_ge (100); ESV_94","SAR116_clade_ge (100); ESV_94",0.02519,0.004283,5.9,0.1481,1.05e-08,3.53e-07
"C2a","CC5","Flavobacteriales (100); Flavobacteriaceae (100); NS4_marine_group (100); ESV_149","NS4_marine_group (100); ESV_149",0.010336,0.001413,7.3,0.0755,7.3e-06,0.000118
"C2a","CC5","Flavobacteriales (98); Flavobacteriaceae (98); Lutimonas (36); ESV_347","Lutimonas (36); ESV_347",0.006855,0.002014,3.4,0.0233,0.000742,0.00692
"C2a","CC5","Chitinophagales (100); Saprospiraceae (100); uncultured (100); ESV_280","uncultured (100); ESV_280",0.001995,0.000649,3.1,0.0061,0.000849,0.00771
"C2a","CC6","SAR11_clade (100); Clade_I (100); Clade_Ia (100); ESV_1","Clade_Ia (100); ESV_1",0.185644,0.066797,2.8,0.5159,5.15e-07,1.09e-05
"C2b1","CC1","Flavobacteriales (100); Flavobacteriaceae (100); Formosa (62); ESV_565","Formosa (62); ESV_565",0.010028,9.9e-05,100.5,1.0083,1.32e-08,4.09e-07
"C2b1","CC1","Tenderiales (94); Tenderiaceae (94); Candidatus_Tenderia (94); ESV_2955","Candidatus_Tenderia (94); ESV_2955",0.001043,5.5e-05,18.7,0.0195,3.02e-05,0.000415
"C2b1","CC1","Nitrosopumilales (100); Nitrosopumilaceae (100); Candidatus_Nitrosopumilus (100); ESV_36","Candidatus_Nitrosopumilus (100); ESV_36",0.000818,8.1e-05,10,0.0081,0.000229,0.0025
"C2b1","CC3","Rickettsiales (5); Anaplasmataceae (1); Wolbachia (1); ESV_1127","Wolbachia (1); ESV_1127",0.004897,0.000326,15,0.0733,0.00225,0.0185
"C2b1","CC3","Micrococcales (99); Microbacteriaceae (99); Candidatus_Aquiluna (73); ESV_115","Candidatus_Aquiluna (73); ESV_115",0.003491,0.001127,3.1,0.0108,5.97e-09,2.11e-07
"C2b1","CC4","Flavobacteriales (100); Flavobacteriaceae (100); NS5_marine_group (62); ESV_101","NS5_marine_group (62); ESV_101",0.054736,0.004642,11.8,0.6452,1.15e-10,5.57e-09
"C2b1","CC4","Rhodobacterales (100); Rhodobacteraceae (100); Planktomarina (85); ESV_30","Planktomarina (85); ESV_30",0.061332,0.018382,3.3,0.2046,1.21e-08,3.94e-07
"C2b1","CC4","Cellvibrionales (100); Halieaceae (100); OM60(NOR5)_clade (99); ESV_15","OM60(NOR5)_clade (99); ESV_15",0.024505,0.004809,5.1,0.1248,1.26e-08,4.02e-07
"C2b1","CC4","Flavobacteriales (100); Flavobacteriaceae (100); NS3a_marine_group (98); ESV_387","NS3a_marine_group (98); ESV_387",0.007952,0.000511,15.5,0.1236,7.89e-08,2.04e-06
"C2b1","CC4","Betaproteobacteriales (100); Burkholderiaceae (81); RS62_marine_group (51); ESV_288","RS62_marine_group (51); ESV_288",0.013195,0.001439,9.2,0.1209,2.01e-10,9.41e-09
"C2b1","CC4","Flavobacteriales (100); Flavobacteriaceae (100); Formosa (83); ESV_6","Formosa (83); ESV_6",0.044376,0.018466,2.4,0.1066,0.000938,0.00849
"C2b1","CC4","Cytophagales (100); Cyclobacteriaceae (100); Marinoscillum (100); ESV_217","Marinoscillum (100); ESV_217",0.024929,0.007266,3.4,0.0855,3.75e-07,8.19e-06
"C2b1","CC4","Flavobacteriales (100); Cryomorphaceae (100); NS10_marine_group (100); ESV_1155","NS10_marine_group (100); ESV_1155",0.009444,0.001714,5.5,0.052,4.89e-07,1.04e-05
"C2b1","CC4","Flavobacteriales (100); Flavobacteriaceae (100); NS2b_marine_group (100); ESV_148","NS2b_marine_group (100); ESV_148",0.007251,0.001458,5,0.0361,3.29e-07,7.32e-06
"C2b1","CC4","Betaproteobacteriales (100); Methylophilaceae (100); Methylotenera (99); ESV_568","Methylotenera (99); ESV_568",0.006484,0.001622,4,0.0259,8.03e-07,1.64e-05
"C2b1","CC6","OM182_clade (99); OM182_clade_fa (99); OM182_clade_ge (99); ESV_72","OM182_clade_ge (99); ESV_72",0.069445,0.02084,3.3,0.2314,3.21e-06,5.68e-05
"C2b1","CC6","Sphingobacteriales (100); NS11-12_marine_group (100); NS11-12_marine_group_ge (100); ESV_68","NS11-12_marine_group_ge (100); ESV_68",0.044363,0.019537,2.3,0.1007,1.64e-05,0.000239
"C2b1","CC6","Flavobacteriales (100); Crocinitomicaceae (100); Fluviicola (88); ESV_201","Fluviicola (88); ESV_201",0.028014,0.008989,3.1,0.0873,7.23e-06,0.000117
"C2b2","CC1","Flavobacteriales (100); NS9_marine_group (100); NS9_marine_group_ge (100); ESV_1752","NS9_marine_group_ge (100); ESV_1752",0.000446,0,446.9,0.1993,3.47e-05,0.000468
"C2b2","CC1","Flavobacteriales (97); Cryomorphaceae (88); NS10_marine_group (88); ESV_8708","NS10_marine_group (88); ESV_8708",0.000385,4e-06,80.3,0.0309,0.000561,0.00555
"C2b2","CC1","OM190_or (2); OM190_fa (2); OM190_ge (2); ESV_3157","OM190_ge (2); ESV_3157",0.000108,0,108.6,0.0117,3.47e-05,0.000468
"C2b2","CC1","Sphingobacteriales (90); NS11-12_marine_group (84); NS11-12_marine_group_ge (84); ESV_1679","NS11-12_marine_group_ge (84); ESV_1679",0.000114,2e-06,40.7,0.0046,3.68e-05,0.000495
"C2b2","CC1","SAR324_clade(Marine_group_B) (100); SAR324_clade(Marine_group_B)_fa (100); SAR324_clade(Marine_group_B)_ge (100); ESV_610","SAR324_clade(Marine_group_B)_ge (100); ESV_610",0.000479,1e-04,4.7,0.0023,0.00519,0.0391
"C2b2","CC1","Flavobacteriales (100); Flavobacteriaceae (100); Algibacter (96); ESV_984","Algibacter (96); ESV_984",0.000885,0.000398,2.2,0.002,0.000633,0.00614
"C2b2","CC1","Campylobacterales (100); Arcobacteraceae (100); Arcobacter (100); ESV_6733","Arcobacter (100); ESV_6733",0.000161,3.3e-05,4.7,8e-04,0.00387,0.0299
"C2b2","CC1","uncultured (4); uncultured_fa (4); uncultured_ge (4); ESV_3020","uncultured_ge (4); ESV_3020",0.000118,3.9e-05,3,4e-04,0.00146,0.0127
"C2b2","CC2","Nitrosococcales (96); Methylophagaceae (96); uncultured (80); ESV_763","uncultured (80); ESV_763",0.005134,0.001267,4.1,0.0208,9.36e-06,0.000147
"C2b2","CC2","Alteromonadales (100); Colwelliaceae (100); Colwellia (100); ESV_479","Colwellia (100); ESV_479",0.001937,0.000462,4.2,0.0081,6.63e-07,1.38e-05
"C2b2","CC2","Bacteroidales (23); Bacteroidetes_BD2-2 (13); Bacteroidetes_BD2-2_ge (13); ESV_3603","Bacteroidetes_BD2-2_ge (13); ESV_3603",0.000132,5.1e-05,2.6,3e-04,0.000265,0.0028
"C2b2","CC3","Flavobacteriales (76); Cryomorphaceae (27); uncultured (21); ESV_1451","uncultured (21); ESV_1451",0.002317,9.6e-05,24,0.0555,2.23e-13,2.06e-11
"C2b2","CC3","Kordiimonadales (100); uncultured (100); uncultured_ge (100); ESV_264","uncultured_ge (100); ESV_264",0.002995,0.000453,6.6,0.0198,6.58e-11,3.33e-09
"C2b2","CC3","Chromatiales (65); Sedimenticolaceae (65); uncultured (65); ESV_208","uncultured (65); ESV_208",0.000776,0.000108,7.1,0.0055,2.6e-08,7.38e-07
"C2b2","CC3","Cellvibrionales (100); Porticoccaceae (100); Porticoccus (100); ESV_377","Porticoccus (100); ESV_377",0.001332,0.000429,3.1,0.0041,6.16e-06,0.000101
"C2b2","CC3","Microtrichales (100); Microtrichaceae (100); Sva0996_marine_group (100); ESV_343","Sva0996_marine_group (100); ESV_343",0.00062,9.4e-05,6.5,0.004,2.66e-08,7.45e-07
"C2b2","CC3","NB1-j (98); NB1-j_fa (98); NB1-j_ge (98); ESV_661","NB1-j_ge (98); ESV_661",0.000847,0.000229,3.7,0.0031,2.83e-06,5.25e-05
"C2b2","CC4","Betaproteobacteriales (100); Methylophilaceae (100); Methylotenera (99); ESV_568","Methylotenera (99); ESV_568",0.007586,0.000868,8.7,0.0663,3.63e-19,8.51e-17
"C2b2","CC4","Flavobacteriales (100); Flavobacteriaceae (100); NS5_marine_group (62); ESV_101","NS5_marine_group (62); ESV_101",0.014349,0.006745,2.1,0.0305,2.42e-10,1.12e-08
"C2b2","CC4","Rhodobacterales (100); Rhodobacteraceae (100); Ascidiaceihabitans (98); ESV_198","Ascidiaceihabitans (98); ESV_198",0.009651,0.003782,2.6,0.0246,2.47e-06,4.62e-05
"C2b2","CC4","Flavobacteriales (100); Cryomorphaceae (100); NS10_marine_group (100); ESV_1155","NS10_marine_group (100); ESV_1155",0.004663,0.001762,2.6,0.0123,7.71e-07,1.59e-05
"C2b2","CC4","Flavobacteriales (100); NS9_marine_group (100); NS9_marine_group_ge (100); ESV_133","NS9_marine_group_ge (100); ESV_133",0.004962,0.00202,2.5,0.0122,2.17e-06,4.09e-05
"C2b2","CC4","Nitrosococcales (88); Methylophagaceae (88); uncultured (78); ESV_156","uncultured (78); ESV_156",0.003173,0.000921,3.4,0.0109,0.000719,0.00677
"C2b2","CC4","Betaproteobacteriales (100); Burkholderiaceae (81); RS62_marine_group (51); ESV_288","RS62_marine_group (51); ESV_288",0.004286,0.001824,2.3,0.0101,3.45e-11,1.82e-09
"C2b2","CC4","Rhodospirillales (54); Magnetospiraceae (40); uncultured (27); ESV_262","uncultured (27); ESV_262",0.003404,0.001381,2.5,0.0084,1.26e-09,4.94e-08
"C2b2","CC4","Betaproteobacteriales (100); Methylophilaceae (100); OM43_clade (100); ESV_370","OM43_clade (100); ESV_370",0.003016,0.001484,2,0.0061,0.00151,0.013
"C2b2","CC5","Flavobacteriales (100); Flavobacteriaceae (100); NS4_marine_group (100); ESV_622","NS4_marine_group (100); ESV_622",0.003776,0.001066,3.5,0.0134,0.000251,0.00269
"C2b2","CC5","Flavobacteriales (100); Cryomorphaceae (100); uncultured (100); ESV_959","uncultured (100); ESV_959",0.002385,0.000813,2.9,0.007,0.00493,0.0375
"C2b2","CC5","Flavobacteriales (99); Flavobacteriaceae (99); Lutibacter (87); ESV_1264","Lutibacter (87); ESV_1264",0.001433,0.000456,3.1,0.0045,0.00497,0.0376
